IPFROM,IPTO,REGI,ASSIGX,CTRY,CNTRY,PAIS
0,16777215,IANA,410227200,ZZ,ZZZ,RESERVED
50331648,67108863,ARIN,572572800,US,USA,UNITED
67108864,83886079,ARIN,0,US,USA,UNITED
100663296,117440511,ARIN,0,US,USA,UNITED
117440512,134217727,ARIN,880329600,US,USA,UNITED
134217728,150994943,ARIN,0,US,USA,UNITED
150994944,167772159,ARIN,598233600,US,USA,UNITED
167772160,184549375,IANA,762480000,ZZ,ZZZ,RESERVED
184549376,201326591,ARIN,443318400,US,USA,UNITED
201326592,218103807,ARIN,430444800,US,USA,UNITED
218103808,234881023,ARIN,514771200,US,USA,UNITED
251658240,268435455,ARIN,0,US,USA,UNITED
268435456,285212671,ARIN,611452800,US,USA,UNITED
285212672,301989887,ARIN,640224000,US,USA,UNITED
301989888,318767103,ARIN,0,US,USA,UNITED
318767104,335544319,ARIN,582336000,US,USA,UNITED
335544320,352321535,ARIN,620870400,US,USA,UNITED
352321536,369098751,ARIN,0,US,USA,UNITED
369098752,385875967,ARIN,614822400,US,USA,UNITED
402653184,403701759,ARIN,1065398400,US,USA,UNITED
403701760,404226047,ARIN,1070841600,US,USA,UNITED
404226048,404619263,ARIN,960508800,US,USA,UNITED
404619264,404643839,ARIN,920332800,US,USA,UNITED
404643840,404652031,ARIN,920332800,US,USA,UNITED
404652032,404676607,ARIN,920332800,US,USA,UNITED
404676608,404684799,ARIN,920332800,US,USA,UNITED
404692992,404750335,ARIN,0,US,USA,UNITED
404750336,404815871,ARIN,1097625600,US,USA,UNITED
404815872,404881407,ARIN,1001635200,US,USA,UNITED
404881408,404946943,ARIN,1000771200,US,USA,UNITED
404946944,404979711,ARIN,1034899200,US,USA,UNITED
405012480,405078015,ARIN,1076284800,CA,CAN,CANADA
405078016,405143551,ARIN,1076371200,CA,CAN,CANADA
405180416,405184511,ARIN,1181865600,CA,CAN,CANADA
405184512,405188607,ARIN,1200355200,US,USA,UNITED
405192704,405209087,ARIN,1176854400,US,USA,UNITED
405209088,405274623,ARIN,1077148800,US,USA,UNITED
405274624,405295103,ARIN,853286400,US,USA,UNITED
405299200,405307391,ARIN,1082937600,US,USA,UNITED
405307392,405331967,ARIN,1126828800,US,USA,UNITED
405340160,405364735,ARIN,940982400,US,USA,UNITED
405405696,405422079,ARIN,1209686400,PR,PRI,PUERTO
405422080,405438463,ARIN,1211500800,US,USA,UNITED
405438464,405471231,ARIN,1215993600,US,USA,UNITED
405471232,405536767,ARIN,1212624000,US,USA,UNITED
405536768,405798911,ARIN,988675200,US,USA,UNITED
405839872,405843967,ARIN,1224633600,US,USA,UNITED
405889024,405893119,ARIN,1225756800,US,USA,UNITED
405905408,405909503,ARIN,1233792000,US,USA,UNITED
405921792,405929983,ARIN,1225411200,CA,CAN,CANADA
406093824,406102015,ARIN,1226534400,US,USA,UNITED
406183936,406188031,ARIN,1228089600,CA,CAN,CANADA
406241280,406257663,ARIN,1231286400,PR,PRI,PUERTO
406298624,406306815,ARIN,1226448000,PR,PRI,PUERTO
406323200,406339583,ARIN,854064000,US,USA,UNITED
406339584,406347775,ARIN,1002672000,US,USA,UNITED
406347776,406351871,ARIN,1003190400,US,USA,UNITED
406351872,406355967,ARIN,1186099200,US,USA,UNITED
406355968,406372351,ARIN,1003449600,US,USA,UNITED
406372352,406388735,ARIN,1003449600,US,USA,UNITED
406388736,406454271,ARIN,1004918400,CA,CAN,CANADA
406454272,406585343,ARIN,1004659200,US,USA,UNITED
406585344,406847487,ARIN,997833600,US,USA,UNITED
406847488,407371775,ARIN,833760000,CA,CAN,CANADA
407371776,407408639,ARIN,853977600,CA,CAN,CANADA
407408640,407412735,ARIN,1095206400,US,USA,UNITED
407412736,407420927,ARIN,1109721600,US,USA,UNITED
407420928,407429119,ARIN,1110326400,US,USA,UNITED
407429120,407437311,ARIN,1112227200,US,USA,UNITED
407437312,407502847,ARIN,1001462400,US,USA,UNITED
407502848,407568383,ARIN,1003795200,US,USA,UNITED
407568384,407597055,ARIN,1051747200,US,USA,UNITED
407601152,407605247,ARIN,1051747200,US,USA,UNITED
407633920,407896063,ARIN,976838400,CA,CAN,CANADA
407896064,408420351,ARIN,994896000,CA,CAN,CANADA
408420352,408485887,ARIN,961372800,US,USA,UNITED
408485888,408494079,ARIN,942796800,US,USA,UNITED
408494080,408502271,ARIN,1200960000,US,USA,UNITED
408502272,408518655,ARIN,1123459200,CA,CAN,CANADA
408518656,408535039,ARIN,1186358400,US,USA,UNITED
408535040,408551423,ARIN,1115856000,CA,CAN,CANADA
408551424,408616959,ARIN,994896000,US,USA,UNITED
408616960,408682495,ARIN,956707200,US,USA,UNITED
408682496,408719359,ARIN,960508800,US,USA,UNITED
408723456,408944639,ARIN,862531200,US,USA,UNITED
408944640,409010175,ARIN,833500800,US,USA,UNITED
409010176,409075711,ARIN,1001462400,US,USA,UNITED
409075712,409206783,ARIN,1001289600,US,USA,UNITED
409206784,409239551,ARIN,1200614400,US,USA,UNITED
409272320,409337855,ARIN,1204848000,US,USA,UNITED
409337856,409354239,ARIN,1205107200,CA,CAN,CANADA
409370624,409403391,ARIN,1207008000,US,USA,UNITED
409403392,409468927,ARIN,1205193600,US,USA,UNITED
409468928,409509887,ARIN,855792000,US,USA,UNITED
409534464,409550847,ARIN,1015545600,US,USA,UNITED
409567232,409583615,ARIN,1024444800,US,USA,UNITED
409583616,409591807,ARIN,1025654400,US,USA,UNITED
409591808,409595903,ARIN,1202083200,US,USA,UNITED
409600000,409616383,ARIN,1018224000,US,USA,UNITED
409616384,409632767,ARIN,1018224000,US,USA,UNITED
409632768,409665535,ARIN,1018224000,US,USA,UNITED
409665536,409731071,ARIN,1018310400,US,USA,UNITED
409731072,409862143,ARIN,947203200,CA,CAN,CANADA
409862144,409927679,ARIN,1080000000,US,USA,UNITED
409927680,409993215,ARIN,1083888000,US,USA,UNITED
409993216,410025983,ARIN,1218412800,US,USA,UNITED
410025984,410058751,ARIN,1225065600,US,USA,UNITED
410058752,410124287,ARIN,1073433600,US,USA,UNITED
410124288,410157055,ARIN,924048000,CA,CAN,CANADA
410157056,410189823,ARIN,924048000,CA,CAN,CANADA
410189824,410255359,ARIN,1098921600,US,USA,UNITED
410255360,410386431,ARIN,843609600,US,USA,UNITED
410386432,410451967,ARIN,1000684800,US,USA,UNITED
410451968,410517503,ARIN,1045612800,US,USA,UNITED
410517504,410583039,ARIN,982713600,US,USA,UNITED
410583040,410648575,ARIN,1000944000,US,USA,UNITED
410648576,410714111,ARIN,987552000,CA,CAN,CANADA
410714112,410746879,ARIN,1001462400,US,USA,UNITED
410746880,410779647,ARIN,1054598400,US,USA,UNITED
410779648,410812415,ARIN,838771200,US,USA,UNITED
410812416,410845183,ARIN,1078185600,US,USA,UNITED
410845184,410910719,ARIN,1000080000,US,USA,UNITED
410910720,411041791,ARIN,999561600,US,USA,UNITED
411041792,411107327,ARIN,838684800,US,USA,UNITED
411107328,411140095,ARIN,837734400,US,USA,UNITED
411140096,411156479,ARIN,837734400,US,USA,UNITED
411156480,411164671,ARIN,837734400,US,USA,UNITED
411164672,411168767,ARIN,1173657600,CA,CAN,CANADA
411172864,411205631,ARIN,837734400,US,USA,UNITED
411205632,411222015,ARIN,1011139200,US,USA,UNITED
411222016,411230207,ARIN,837734400,US,USA,UNITED
411230208,411238399,ARIN,1012521600,US,USA,UNITED
411238400,411271167,ARIN,837734400,US,USA,UNITED
411271168,411287551,ARIN,837734400,US,USA,UNITED
411287552,411303935,ARIN,837734400,US,USA,UNITED
411303936,411336703,RIPE,876700800,NL,NLD,NETHERLANDS
411336704,411369471,RIPE,948067200,NL,NLD,NETHERLANDS
411566080,411574271,ARIN,871948800,US,USA,UNITED
411574272,411582463,ARIN,996710400,US,USA,UNITED
411582464,411590655,ARIN,1000339200,US,USA,UNITED
411590656,411598847,ARIN,1001462400,US,USA,UNITED
411598848,411631615,ARIN,998956800,US,USA,UNITED
411631616,411639807,ARIN,882921600,US,USA,UNITED
411639808,411643903,ARIN,1176768000,CA,CAN,CANADA
411648000,411664383,ARIN,1078704000,CA,CAN,CANADA
411664384,411680767,ARIN,1085529600,US,USA,UNITED
411680768,411688959,ARIN,1117497600,CA,CAN,CANADA
411697152,411717631,ARIN,873417600,CA,CAN,CANADA
411721728,411729919,ARIN,1203984000,CA,CAN,CANADA
411729920,411746303,ARIN,1129075200,CA,CAN,CANADA
411746304,411762687,ARIN,1132099200,PR,PRI,PUERTO
411762688,411770879,ARIN,882921600,CA,CAN,CANADA
411770880,411779071,ARIN,1225238400,US,USA,UNITED
411779072,411795455,ARIN,1186531200,PR,PRI,PUERTO
411795456,411828223,ARIN,1136419200,PR,PRI,PUERTO
411828224,411885567,ARIN,924220800,US,USA,UNITED
411893760,411959295,ARIN,925689600,CA,CAN,CANADA
411983872,411992063,ARIN,927072000,US,USA,UNITED
412024832,412033023,ARIN,927244800,US,USA,UNITED
412033024,412041215,ARIN,1167696000,US,USA,UNITED
412041216,412057599,ARIN,1115078400,US,USA,UNITED
412057600,412069887,ARIN,1065398400,US,USA,UNITED
412082176,412090367,ARIN,1172448000,US,USA,UNITED
412090368,412106751,ARIN,932428800,US,USA,UNITED
412106752,412123135,ARIN,1069632000,US,USA,UNITED
412123136,412155903,ARIN,1068508800,US,USA,UNITED
412155904,412188671,ARIN,1186012800,US,USA,UNITED
412188672,412221439,ARIN,996624000,US,USA,UNITED
412221440,412229631,ARIN,939081600,CA,CAN,CANADA
412286976,412352511,ARIN,939772800,US,USA,UNITED
412352512,412377087,ARIN,941155200,US,USA,UNITED
412377088,412385279,ARIN,1070582400,US,USA,UNITED
412385280,412418047,ARIN,1073433600,US,USA,UNITED
412418048,412426239,ARIN,940896000,US,USA,UNITED
412426240,412434431,ARIN,1077235200,US,USA,UNITED
412434432,412450815,ARIN,1186704000,US,USA,UNITED
412450816,412483583,ARIN,1074643200,US,USA,UNITED
412483584,412549119,ARIN,943833600,CA,CAN,CANADA
412549120,412614655,ARIN,947030400,US,USA,UNITED
412614656,412647423,LACNIC,955411200,CL,CHL,CHILE
412647424,412663807,ARIN,1074729600,US,USA,UNITED
412663808,412680191,ARIN,1076976000,US,USA,UNITED
412680192,412688383,ARIN,973468800,CA,CAN,CANADA
412696576,412704767,ARIN,1000771200,US,USA,UNITED
412708864,412712959,ARIN,1074816000,US,USA,UNITED
412712960,412745727,ARIN,999820800,US,USA,UNITED
412745728,412811263,ARIN,953164800,US,USA,UNITED
412811264,412876799,ARIN,954720000,US,USA,UNITED
412876800,412909567,ARIN,1194480000,US,USA,UNITED
412909568,412917759,ARIN,1203897600,CA,CAN,CANADA
412942336,412946431,ARIN,1195516800,US,USA,UNITED
413007872,413073407,ARIN,983836800,US,USA,UNITED
413073408,413138943,ARIN,968371200,US,USA,UNITED
413138944,413827071,ARIN,960508800,US,USA,UNITED
413827072,413843455,ARIN,998524800,US,USA,UNITED
413843456,413847551,ARIN,1000857600,US,USA,UNITED
413847552,413851647,ARIN,1189382400,US,USA,UNITED
413851648,413859839,ARIN,1109289600,US,USA,UNITED
413859840,413892607,ARIN,1005091200,US,USA,UNITED
413892608,413900799,ARIN,1025136000,US,USA,UNITED
413908992,413925375,ARIN,1187913600,PR,PRI,PUERTO
413925376,413990911,ARIN,1024272000,US,USA,UNITED
413990912,414056447,ARIN,1047859200,US,USA,UNITED
414056448,414187519,ARIN,1018828800,US,USA,UNITED
414187520,414711807,ARIN,1067299200,US,USA,UNITED
414711808,414973951,ARIN,976579200,US,USA,UNITED
414973952,415236095,ARIN,933206400,US,USA,UNITED
415236096,415301631,ARIN,1120089600,US,USA,UNITED
415301632,415367167,ARIN,1017964800,US,USA,UNITED
415367168,415498239,ARIN,1026345600,US,USA,UNITED
415498240,415629311,ARIN,990576000,US,USA,UNITED
415629312,415694847,ARIN,996796800,US,USA,UNITED
415694848,415711231,ARIN,1001462400,US,USA,UNITED
415711232,415727615,ARIN,1001635200,US,USA,UNITED
415727616,415760383,ARIN,1001462400,US,USA,UNITED
415760384,416022527,ARIN,924134400,CA,CAN,CANADA
416022528,416059391,ARIN,964396800,US,USA,UNITED
416088064,416153599,ARIN,991353600,US,USA,UNITED
416169984,416186367,ARIN,1000857600,US,USA,UNITED
416186368,416219135,ARIN,992995200,US,USA,UNITED
416219136,416251903,ARIN,993513600,CA,CAN,CANADA
416251904,416284671,ARIN,995328000,US,USA,UNITED
416284672,416546815,ARIN,993772800,US,USA,UNITED
416546816,416579583,ARIN,924739200,CA,CAN,CANADA
416612352,416628735,ARIN,923961600,US,USA,UNITED
416628736,416636927,ARIN,1053388800,CA,CAN,CANADA
416636928,416641023,ARIN,1176940800,US,USA,UNITED
416645120,416677887,ARIN,1046908800,US,USA,UNITED
416677888,416743423,ARIN,924134400,US,USA,UNITED
416743424,416759807,ARIN,924134400,CA,CAN,CANADA
416759808,416776191,ARIN,1062547200,CA,CAN,CANADA
416776192,416808959,ARIN,1056585600,US,USA,UNITED
416808960,416874495,ARIN,917481600,US,USA,UNITED
416874496,416940031,ARIN,919641600,US,USA,UNITED
416940032,417005567,ARIN,916272000,US,USA,UNITED
417005568,417071103,ARIN,973555200,US,USA,UNITED
417071104,417136639,ARIN,913680000,US,USA,UNITED
417136640,417202175,ARIN,913075200,US,USA,UNITED
417202176,417267711,ARIN,895795200,CA,CAN,CANADA
417267712,417288191,ARIN,890611200,US,USA,UNITED
417292288,417300479,ARIN,1166745600,US,USA,UNITED
417300480,417333247,ARIN,1047340800,US,USA,UNITED
417333248,417341439,ARIN,859766400,US,USA,UNITED
417341440,417349631,ARIN,1170028800,US,USA,UNITED
417349632,417366015,ARIN,1196380800,US,USA,UNITED
417366016,417398783,ARIN,1025049600,CA,CAN,CANADA
417398784,417406975,ARIN,859766400,US,USA,UNITED
417406976,417423359,ARIN,1062028800,US,USA,UNITED
417423360,417427455,ARIN,1176940800,US,USA,UNITED
417431552,417464319,ARIN,1048464000,US,USA,UNITED
417464320,417497087,ARIN,859766400,CA,CAN,CANADA
417497088,417529855,ARIN,872035200,CA,CAN,CANADA
417538048,417595391,ARIN,1059523200,US,USA,UNITED
417595392,417619967,ARIN,859766400,US,USA,UNITED
417660928,417726463,ARIN,862531200,US,USA,UNITED
417726464,417734655,ARIN,876355200,US,USA,UNITED
417734656,417775615,ARIN,1050019200,US,USA,UNITED
417775616,417791999,ARIN,1199923200,CA,CAN,CANADA
417792000,417796095,ARIN,1229990400,CA,CAN,CANADA
417796096,417800191,ARIN,1233532800,US,USA,UNITED
417800192,417808383,ARIN,1049414400,BS,BHS,BAHAMAS
417808384,417816575,ARIN,1090886400,CA,CAN,CANADA
417816576,417820671,ARIN,1177286400,CA,CAN,CANADA
417824768,417857535,ARIN,1044921600,US,USA,UNITED
417857536,417923071,LACNIC,865209600,AR,ARG,ARGENTINA
417923072,417931263,ARIN,866419200,US,USA,UNITED
417931264,417939455,ARIN,1028246400,US,USA,UNITED
417939456,417947647,ARIN,1028592000,US,USA,UNITED
417947648,417955839,ARIN,1177545600,US,USA,UNITED
417955840,417964031,ARIN,1033948800,US,USA,UNITED
417964032,417972223,ARIN,1037318400,US,USA,UNITED
417972224,417988607,ARIN,1204675200,US,USA,UNITED
417988608,418054143,ARIN,869529600,US,USA,UNITED
418054144,418062335,ARIN,870048000,US,USA,UNITED
418062336,418070527,ARIN,1114732800,CA,CAN,CANADA
418070528,418074623,ARIN,1125619200,US,USA,UNITED
418078720,418086911,ARIN,1064793600,CA,CAN,CANADA
418086912,418119679,ARIN,1043366400,CA,CAN,CANADA
418119680,418127871,ARIN,876700800,US,USA,UNITED
418127872,418136063,ARIN,1158883200,US,USA,UNITED
418136064,418152447,ARIN,1046390400,US,USA,UNITED
418152448,418185215,ARIN,1028851200,US,USA,UNITED
418185216,418250751,ARIN,876787200,US,USA,UNITED
418250752,418258943,ARIN,1180483200,US,USA,UNITED
418258944,418275327,ARIN,1046131200,US,USA,UNITED
418275328,418283519,ARIN,1187654400,US,USA,UNITED
418283520,418316287,ARIN,1046390400,US,USA,UNITED
418316288,418320383,ARIN,1190073600,CA,CAN,CANADA
418324480,418332671,ARIN,1056931200,US,USA,UNITED
418332672,418349055,ARIN,1031097600,US,USA,UNITED
418349056,418365439,ARIN,1035331200,US,USA,UNITED
418365440,418381823,ARIN,1042070400,US,USA,UNITED
418381824,418512895,ARIN,945388800,US,USA,UNITED
418512896,418643967,ARIN,990403200,US,USA,UNITED
418643968,418660351,ARIN,949622400,CA,CAN,CANADA
418660352,418664447,ARIN,949622400,CA,CAN,CANADA
418664448,418668543,ARIN,1107302400,CA,CAN,CANADA
418672640,418676735,ARIN,1211414400,CA,CAN,CANADA
418676736,418693119,ARIN,953683200,BS,BHS,BAHAMAS
418693120,418709503,ARIN,961545600,CA,CAN,CANADA
418709504,418725887,ARIN,990576000,US,USA,UNITED
418729984,418734079,ARIN,1219708800,US,USA,UNITED
418734080,418738175,ARIN,1199404800,US,USA,UNITED
418742272,418766847,ARIN,1186358400,US,USA,UNITED
418824192,418832383,ARIN,1109548800,US,USA,UNITED
418840576,418906111,ARIN,963532800,US,USA,UNITED
418906112,419430399,ARIN,1067299200,US,USA,UNITED
419430400,436207615,RIPE,788918400,GB,GBR,UNITED
436207616,452984831,ARIN,0,US,USA,UNITED
469762048,486539263,ARIN,826502400,US,USA,UNITED
486539264,503316479,ARIN,0,US,USA,UNITED
503316480,520093695,ARIN,0,US,USA,UNITED
536870912,553648127,ARIN,0,US,USA,UNITED
553648128,570425343,ARIN,0,US,USA,UNITED
570425344,587202559,ARIN,668649600,US,USA,UNITED
587202560,603979775,ARIN,0,US,USA,UNITED
637534208,654311423,ARIN,671760000,US,USA,UNITED
671088640,687865855,ARIN,672364800,US,USA,UNITED
687865856,689963007,AFRINIC,1196035200,ZA,ZAF,SOUTH
696254464,696516607,AFRINIC,1234137600,EG,EGY,EGYPT
696778752,696844287,AFRINIC,1233792000,MU,MUS,MAURITIUS
697040896,697303039,AFRINIC,1231200000,MA,MAR,MOROCCO
697303040,697827327,AFRINIC,1194220800,ZA,ZAF,SOUTH
697827328,697958399,AFRINIC,1228089600,EG,EGY,EGYPT
697958400,698023935,AFRINIC,1229385600,ZA,ZAF,SOUTH
698023936,698056703,AFRINIC,1229558400,NG,NGA,NIGERIA
698089472,698220543,AFRINIC,1184025600,ZA,ZAF,SOUTH
698220544,698351615,AFRINIC,1214265600,GA,GAB,GABON
698351616,699400191,AFRINIC,1172102400,ZA,ZAF,SOUTH
699400192,699465727,AFRINIC,1183593600,EG,EGY,EGYPT
699465728,699531263,AFRINIC,1190246400,ZA,ZAF,SOUTH
699531264,699596799,AFRINIC,1194307200,EG,EGY,EGYPT
699596800,699662335,AFRINIC,1203465600,EG,EGY,EGYPT
699662336,699727871,AFRINIC,1211414400,ZA,ZAF,SOUTH
699727872,699793407,AFRINIC,1215734400,ZA,ZAF,SOUTH
699793408,699858943,AFRINIC,1216080000,NA,NAM,NAMIBIA
699858944,699924479,AFRINIC,1216166400,ZA,ZAF,SOUTH
699924480,699990015,AFRINIC,1216252800,NG,NGA,NIGERIA
699990016,700055551,AFRINIC,1224547200,ZA,ZAF,SOUTH
700055552,700121087,AFRINIC,1226448000,RW,RWA,RWANDA
700121088,700186623,AFRINIC,1227225600,EG,EGY,EGYPT
700186624,700203007,AFRINIC,1224201600,MG,MDG,MADAGASCAR
700203008,700219391,AFRINIC,1226016000,MR,MRT,MAURITANIA
700219392,700235775,AFRINIC,1231372800,TZ,TZA,TANZANIA
700235776,700252159,AFRINIC,1233014400,ZA,ZAF,SOUTH
700252160,700260351,AFRINIC,1222300800,NG,NGA,NIGERIA
700260352,700268543,AFRINIC,1222905600,CI,CIV,COTE
700268544,700276735,AFRINIC,1223337600,ZA,ZAF,SOUTH
700276736,700284927,AFRINIC,1225324800,CI,CIV,COTE
700284928,700293119,AFRINIC,1226016000,GH,GHA,GHANA
700317696,700325887,AFRINIC,1211500800,NG,NGA,NIGERIA
700325888,700334079,AFRINIC,1212451200,ZW,ZWE,ZIMBABWE
700334080,700335103,AFRINIC,1213747200,BJ,BEN,BENIN
700335104,700336127,AFRINIC,1213747200,GH,GHA,GHANA
700336128,700337151,AFRINIC,1215043200,CG,COG,CONGO
700338176,700339199,AFRINIC,1215043200,CG,COG,CONGO
700339200,700340223,AFRINIC,1215475200,NA,NAM,NAMIBIA
700340224,700341247,AFRINIC,1215734400,GH,GHA,GHANA
700341248,700342271,AFRINIC,1216080000,MW,MWI,MALAWI
700342272,700350463,AFRINIC,1214524800,NA,NAM,NAMIBIA
700350464,700358655,AFRINIC,1216080000,UG,UGA,UGANDA
700358656,700366847,AFRINIC,1218585600,MZ,MOZ,MOZAMBIQUE
700366848,700375039,AFRINIC,1218585600,MW,MWI,MALAWI
700375040,700376063,AFRINIC,1216166400,CM,CMR,CAMEROON
700376064,700377087,AFRINIC,1216166400,NE,NER,NIGER
700377088,700378111,AFRINIC,1216339200,KE,KEN,KENYA
700378112,700379135,AFRINIC,1217808000,MG,MDG,MADAGASCAR
700379136,700380159,AFRINIC,1218067200,NG,NGA,NIGERIA
700380160,700381183,AFRINIC,1218067200,BW,BWA,BOTSWANA
700381184,700382207,AFRINIC,1219190400,EG,EGY,EGYPT
700382208,700383231,AFRINIC,1219190400,KE,KEN,KENYA
700383232,700399615,AFRINIC,1212019200,EG,EGY,EGYPT
700399616,700400639,AFRINIC,1222041600,AO,AGO,ANGOLA
700400640,700401663,AFRINIC,1222732800,CI,CIV,COTE
700401664,700402687,AFRINIC,1222992000,MZ,MOZ,MOZAMBIQUE
700402688,700403711,AFRINIC,1224720000,UG,UGA,UGANDA
700403712,700404735,AFRINIC,1226361600,EG,EGY,EGYPT
700404736,700405759,AFRINIC,1226966400,BJ,BEN,BENIN
700405760,700406783,AFRINIC,1234310400,ZA,ZAF,SOUTH
700406784,700407807,AFRINIC,1234310400,TZ,TZA,TANZANIA
700407808,700408831,AFRINIC,1234310400,GH,GHA,GHANA
700413952,700414975,AFRINIC,1233187200,SC,SYC,SEYCHELLES
700414976,700415999,AFRINIC,1225929600,MU,MUS,MAURITIUS
700416000,700432383,AFRINIC,1222905600,ZA,ZAF,SOUTH
700432384,700434431,AFRINIC,1221004800,KE,KEN,KENYA
700434432,700436479,AFRINIC,1221609600,LS,LSO,LESOTHO
700436480,700438527,AFRINIC,1231372800,UG,UGA,UGANDA
700446720,700447743,AFRINIC,1221609600,SL,SLE,SIERRA
700447744,700448767,AFRINIC,1221177600,DZ,DZA,ALGERIA
700448768,700514303,AFRINIC,1141689600,ZA,ZAF,SOUTH
700514304,700579839,AFRINIC,1144022400,ZA,ZAF,SOUTH
700579840,700645375,AFRINIC,1162339200,ZA,ZAF,SOUTH
700645376,700710911,AFRINIC,1162771200,ZA,ZAF,SOUTH
700710912,700776447,AFRINIC,1165017600,EG,EGY,EGYPT
700776448,700841983,AFRINIC,1170028800,RW,RWA,RWANDA
700841984,700907519,AFRINIC,1179100800,ZA,ZAF,SOUTH
700907520,700973055,AFRINIC,1179446400,EG,EGY,EGYPT
700973056,701104127,AFRINIC,1162252800,DZ,DZA,ALGERIA
701104128,701112319,AFRINIC,1183075200,GH,GHA,GHANA
701112320,701120511,AFRINIC,1186531200,ZA,ZAF,SOUTH
701120512,701128703,AFRINIC,1186704000,CI,CIV,COTE
701128704,701136895,AFRINIC,1188864000,CI,CIV,COTE
701136896,701145087,AFRINIC,1233100800,CI,CIV,COTE
701145088,701153279,AFRINIC,1189382400,SD,SDN,SUDAN
701153280,701161471,AFRINIC,1194393600,CM,CMR,CAMEROON
701161472,701169663,AFRINIC,1195171200,UG,UGA,UGANDA
701169664,701177855,AFRINIC,1196640000,ZA,ZAF,SOUTH
701177856,701186047,AFRINIC,1196985600,ZA,ZAF,SOUTH
701186048,701194239,AFRINIC,1199318400,NG,NGA,NIGERIA
701194240,701202431,AFRINIC,1200873600,NG,NGA,NIGERIA
701202432,701210623,AFRINIC,1203292800,NE,NER,NIGER
701210624,701214719,AFRINIC,1205971200,ZA,ZAF,SOUTH
701214720,701218815,AFRINIC,1205798400,LS,LSO,LESOTHO
701218816,701222911,AFRINIC,1202428800,ML,MLI,MALI
701222912,701227007,AFRINIC,1201219200,KE,KEN,KENYA
701227008,701231103,AFRINIC,1199318400,BF,BFA,BURKINA
701231104,701235199,AFRINIC,1198800000,SC,SYC,SEYCHELLES
701235200,701243391,AFRINIC,1147996800,SZ,SWZ,SWAZILAND
701243392,701251583,AFRINIC,1149033600,GH,GHA,GHANA
701251584,701259775,AFRINIC,1149206400,CM,CMR,CAMEROON
701259776,701267967,AFRINIC,1150329600,MG,MDG,MADAGASCAR
701267968,701276159,AFRINIC,1151625600,TZ,TZA,TANZANIA
701276160,701284351,AFRINIC,1152576000,KE,KEN,KENYA
701284352,701292543,AFRINIC,1153353600,ZA,ZAF,SOUTH
701292544,701300735,AFRINIC,1154390400,NG,NGA,NIGERIA
701300736,701308927,AFRINIC,1156204800,CM,CMR,CAMEROON
701308928,701317119,AFRINIC,1159315200,AO,AGO,ANGOLA
701317120,701325311,AFRINIC,1160611200,CM,CMR,CAMEROON
701325312,701333503,AFRINIC,1160697600,EG,EGY,EGYPT
701333504,701341695,AFRINIC,1162857600,NA,NAM,NAMIBIA
701341696,701349887,AFRINIC,1163721600,NG,NGA,NIGERIA
701349888,701358079,AFRINIC,1164672000,MA,MAR,MOROCCO
701358080,701366271,AFRINIC,1165881600,SL,SLE,SIERRA
701366272,701374463,AFRINIC,1169424000,NG,NGA,NIGERIA
701374464,701382655,AFRINIC,1170201600,KE,KEN,KENYA
701382656,701390847,AFRINIC,1173312000,CI,CIV,COTE
701399040,701407231,AFRINIC,1175644800,EG,EGY,EGYPT
701407232,701415423,AFRINIC,1175817600,ZA,ZAF,SOUTH
701415424,701423615,AFRINIC,1176336000,ZA,ZAF,SOUTH
701423616,701431807,AFRINIC,1176940800,NG,NGA,NIGERIA
701431808,701439999,AFRINIC,1178236800,CI,CIV,COTE
701440000,701448191,AFRINIC,1160438400,MG,MDG,MADAGASCAR
701448192,701456383,AFRINIC,1205280000,KE,KEN,KENYA
701456384,701464575,AFRINIC,1154908800,KE,KEN,KENYA
701464576,701472767,AFRINIC,1146009600,MU,MUS,MAURITIUS
701472768,701480959,AFRINIC,1145318400,TG,TGO,TOGO
701480960,701489151,AFRINIC,1144713600,CI,CIV,COTE
701489152,701497343,AFRINIC,1144627200,ZA,ZAF,SOUTH
701497344,701513727,AFRINIC,1142294400,ZA,ZAF,SOUTH
701513728,701530111,AFRINIC,1147392000,LY,LBY,LIBYAN
701530112,701546495,AFRINIC,1232668800,SN,SEN,SENEGAL
701546496,701562879,AFRINIC,1150329600,ZA,ZAF,SOUTH
701562880,701579263,AFRINIC,1151539200,KE,KEN,KENYA
701579264,701595647,AFRINIC,1154304000,SD,SDN,SUDAN
701595648,701612031,AFRINIC,1159315200,DZ,DZA,ALGERIA
701612032,701628415,AFRINIC,1169683200,EG,EGY,EGYPT
701628416,701644799,AFRINIC,1174521600,GH,GHA,GHANA
701644800,701661183,AFRINIC,1175212800,DZ,DZA,ALGERIA
701661184,701677567,AFRINIC,1176854400,UG,UGA,UGANDA
701677568,701693951,AFRINIC,1184025600,AO,AGO,ANGOLA
701693952,701702143,AFRINIC,1182211200,GH,GHA,GHANA
701702144,701710335,AFRINIC,1180396800,SZ,SWZ,SWAZILAND
701710336,701718527,AFRINIC,1179360000,MU,MUS,MAURITIUS
701718528,701726719,AFRINIC,1178841600,CM,CMR,CAMEROON
701726720,701743103,AFRINIC,1165017600,GA,GAB,GABON
701743104,701759487,AFRINIC,1175644800,NG,NGA,NIGERIA
701759488,701792255,AFRINIC,1186617600,KE,KEN,KENYA
